"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12153","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","66840","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","6361","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","13302","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","7644","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","6350","HomePage_ShouldLoadSuccessfully","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","22115","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14730","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14439","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","4807","Test02_CreateTestSuite_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
