"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21857","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14404","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","11684","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14404","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","7831","HomePage_ShouldLoadSuccessfully","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","7392","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-02","passed","2026-06-02","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","66017","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-02","passed","2026-06-02","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","6014","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","4556","Test02_CreateTestSuite_ShouldSucceed","","2026-06-02","passed","2026-06-02","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","12844","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-02","passed","2026-06-02","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
