"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4767","Test02_CreateTestSuite_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","26915","HomePage_ShouldLoadSuccessfully","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","13122","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","7921","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","14417","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","66517","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","6418","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","14314","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","11808","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","22120","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
