"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6278","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","11671","Test01_CreateAndUpdate_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","66076","CompleteProjectLifecycleFromCreationToDeletion","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","19030","HomePage_ShouldLoadSuccessfully","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","14485","Test05_DeleteAllInOrder_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14357","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","21808","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","12997","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","7683","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","4623","Test02_CreateTestSuite_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
