"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14471","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","6067","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","11684","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","8823","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","14173","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","21943","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","69424","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","15135","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","4836","Test02_CreateTestSuite_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","7894","HomePage_ShouldLoadSuccessfully","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
