"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11776","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","27152","HomePage_ShouldLoadSuccessfully","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","14691","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","7837","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","13244","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","6169","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","22160","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","66879","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-06","passed","2026-06-06","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","14529","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","4836","Test02_CreateTestSuite_ShouldSucceed","","2026-06-06","passed","2026-06-06","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
