"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94432","CompleteProjectLifecycleFromCreationToDeletion","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","21774","Test05_DeleteAllInOrder_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14664","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","25902","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","30384","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","10896","Test02_CreateTestSuite_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","24581","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","22090","Test01_CreateAndUpdate_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","53823","HomePage_ShouldLoadSuccessfully","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","34587","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
