"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","66431","CompleteProjectLifecycleFromCreationToDeletion","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","17663","HomePage_ShouldLoadSuccessfully","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","4864","Test02_CreateTestSuite_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","11740","Test01_CreateAndUpdate_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","6029","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","14832","Test05_DeleteAllInOrder_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14464","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","21936","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","13197","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","8096","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
