"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5562","Test02_CreateTestSuite_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","23675","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","13377","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","12776","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","20824","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","105019","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","20001","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","36959","HomePage_ShouldLoadSuccessfully","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","15757","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","16445","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
