"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16842","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","20978","HomePage_ShouldLoadSuccessfully","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","84273","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","21067","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","33304","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","18158","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-08","passed","2026-06-08","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","24614","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","5513","Test02_CreateTestSuite_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","22396","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","13424","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-08","passed","2026-06-08","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
