"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18132","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","27898","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","20185","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","78479","CompleteProjectLifecycleFromCreationToDeletion","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","7949","Test02_CreateTestSuite_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","79525","HomePage_ShouldLoadSuccessfully","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","18378","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-08-31","passed","2026-08-31","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","17911","Test05_DeleteAllInOrder_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","15775","Test01_CreateAndUpdate_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","9324","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-08-31","passed","2026-08-31","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
