"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11724","Test01_CreateAndUpdate_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14392","Test05_DeleteAllInOrder_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","12945","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","4734","Test02_CreateTestSuite_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","17505","HomePage_ShouldLoadSuccessfully","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","66352","CompleteProjectLifecycleFromCreationToDeletion","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","6217","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","7284","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-05-29","passed","2026-05-29","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","14204","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","21897","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-05-29","passed","2026-05-29","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
