"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21780","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","68299","CompleteProjectLifecycleFromCreationToDeletion","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","14199","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","5985","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","7984","HomePage_ShouldLoadSuccessfully","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
"","11941","Test01_CreateAndUpdate_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","7431","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","14498","Test05_DeleteAllInOrder_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","4767","Test02_CreateTestSuite_ShouldSucceed","","2026-06-01","passed","2026-06-01","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","20362","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-06-01","passed","2026-06-01","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
