"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14439","Test05_DeleteAllInOrder_ShouldSucceed","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","22243","Test03_CreateTestCasesAndSteps_ShouldSucceed","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","65962","CompleteProjectLifecycleFromCreationToDeletion","","2026-05-28","passed","2026-05-28","","LoreTest.Specs.Features.ProjectManagementLifecycleFeature","LoreTest.Specs.Features.ProjectManagementLifecycleFeature",""
"","12837","NavigatingTheReportingDashboardAndValidatingAllReportsAndFilters","","2026-05-28","passed","2026-05-28","","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature","LoreTest.Specs.Features.ReportingDashboardAndGroupedQAMetricsFeature",""
"","7358","HomePageLoadsSuccessfullyAfterAdminAuthentication","","2026-05-28","passed","2026-05-28","","LoreTest.Specs.Features.LoginFeature","LoreTest.Specs.Features.LoginFeature",""
"","4619","Test02_CreateTestSuite_ShouldSucceed","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","14248","Test04_ExecuteTestRun_ShouldRecordCorrectly","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","5946","CreateUser_WithoutChangingLanguage_ShouldSucceed","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.UserCreationTests","LoreTest.Playwright.UserCreationTests",""
"","11667","Test01_CreateAndUpdate_ShouldSucceed","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.ProjectTests","LoreTest.Playwright.ProjectTests",""
"","17801","HomePage_ShouldLoadSuccessfully","","2026-05-28","passed","2026-05-28","","LoreTest.Playwright.E2ETests","LoreTest.Playwright.E2ETests",""
